req_id,cosine_similarity
226,0.0
657,0.8105992172382167
824,0.5144957554275265
988,0.9102928674335429
1005,0.8713204114622172
1011,0.9701425001453318
1140,0.8843818316355031
1326,0.35737921908609793
1555,0.9344297533475093
1575,0.32936106435088514
1723,0.733171827117958
1963,0.9746077926844563
2288,0.47606403365020294
2550,0.6499336836196815
2555,0.28975098272729144
2631,0.07939781373448274
2795,0.418717894679312
2962,0.8975491104081189
3120,0.2773962485194622
3365,0.2807387775239744
3401,0.9688301066690161
3411,0.062071361086046106
3573,0.27972007040516966
3745,0.3118995368774386
4087,0.9724002514376392
4229,0.515343087325186
4280,0.4248678603865691
4321,0.35103196894790534
4653,0.5687421930868087
4737,0.10851580785479008
4917,0.28833715946230204
4922,0.5698397019733469
5373,0.2674140936503488
5403,0.4877248318698968
5407,0.5885452229939933
5413,0.8780003991970945
5725,0.15331942210079025
5918,0.7027412939661183
6125,0.9701425001453318
6345,0.21084065431648855
6411,0.8075663266111123
6447,0.9941026222974049
6498,0.20750420835506328
6531,0.3493962671672032
6778,0.42588847530368473
6836,0.08631901852864195
7022,0.9914601339836674
7143,0.44549462864221445
7331,0.9400674625907885
7947,0.3474762907440954
7965,0.886355258914755
8779,0.9639926182060738
9226,0.9564773301279128
9310,0.4892023412258964
9437,0.9563300212177612
9471,0.9899494936611665
9675,0.7321817708986124
9696,0.1733665590915985
10905,0.6748471821174205
11028,0.14777294201777952
11061,0.10663206088725788
11211,0.12121847654683324
11217,0.5929169244899898
11616,0.46933487975836413
11704,0.9760046421563606
11765,0.9587187498732597
12085,0.7035542856415977
12093,0.07994699739356803
12618,0.35163026198905345
12743,1.0
13333,0.5349660356188807
13713,0.3779277412428879
13823,0.19472533135480408
13886,0.12953054738004977
13989,0.921755813779716
14390,0.15126736455518677
15272,0.6441964306935337
15363,0.730261365063547
15379,0.12456821978060995
15382,0.034773916359825664
15638,0.9271933776376694
15645,0.9045540413164
15780,0.35031728962964226
15903,0.7826615918029816
16153,0.08770580193070292
16251,0.6666190418359716
16704,0.14892311046089263
16909,0.9956925236332524
17033,0.19386369286711225
17114,0.20623505756042304
17579,0.9842671761544485
17832,0.04257930606715903
18102,0.029517548864153757
18110,0.4427675482781265
18383,0.4057726867117501
18442,0.11874241913814684
18533,0.1371434348843807
18665,0.3248600578426048
19298,0.8603781931304423
19448,0.17505100513920432
19482,0.07972598192770851
19554,0.9966597159247664
19610,0.37407430858089363
19672,0.5831638246477963
20094,0.01249739664685295
20218,0.7215117103309171
20220,0.375652742008357
20241,0.8902911021028926
20483,0.8899530222648868
20657,0.14904802231220185
20768,0.19497262379953034
21286,0.08081586876605479
21379,0.7685202923901956
21638,0.8271836176658447
22500,0.784699985870594
22558,0.6428785635743144
22597,0.7638181866308906
22798,0.40422088437535963
24471,0.30166327503160245
24657,0.9008466984777299
24740,0.655686655446243
25109,0.8779688539796168
25247,0.38350207710407086
25454,0.8099035218278537
25898,0.6103353653454935
25997,0.728806491175806
26517,0.22391460918860762
26788,0.9937464197364242
26898,0.1946400965025838
26942,0.043551582283597276
27510,0.6955153813184806
28078,0.4528615047281761
28158,0.3193023655890292
28490,0.07853570043501722
29169,0.126884913379741
29666,0.0
30056,0.9977479033977581
30193,0.1414213562373095
30228,0.8378478744967148
30229,0.9135057282685602
30252,0.6767003518032997
30761,0.960096901547462
30956,0.033534587398005127
31236,0.24828176658071036
31299,0.40896984797910113
32081,0.8574929257125441
32166,0.8562663843326421
32190,0.40053330957671346
32570,0.6332377902572626
32707,0.8123481981525579
32829,0.9009070859510956
33164,0.08770580193070293
33198,0.37986090260575467
33844,0.7343907048831657
33984,0.2708707120811198
34000,0.5367450401216932
34356,0.4001936922289813
34444,0.9904539439279086
34717,0.856073031593884
35053,0.8799637048299603
35236,0.923920979619359
35452,0.009702756843799882
35519,0.7162111195709526
35520,0.10761922103466529
35549,0.5441254520355302
35609,0.8160546856045969
35739,0.4708709557974187
35870,0.8708750869668604
36089,0.6345659169635087
36537,0.1599068248019688
36543,0.9344145765117907
36555,0.7216045912309957
36597,0.4868342045964401
36701,0.9756031153702089
36748,0.8804710999221753
36770,0.795055116932484
37153,0.4907573140085775
37600,0.3881377109425255
37773,0.5136550267813333
37919,0.6399187219506178
38088,0.028488294285727595
38127,0.2140023367838802
38187,0.03064281727505906
38231,0.9526641349578764
38453,0.9815985914255783
38521,0.338100346954289
38987,0.6597902650966819
39112,0.17021430706272175
39382,0.1519074315032629
39552,0.2729578352422253
39696,0.9132886235138468
39874,0.944040886152054
40272,0.22567032842051163
40543,0.8936889100726263
40935,0.5252257314388902
41271,0.8795812154182219
41530,0.33625347683549023
41677,0.9969277961190803
41680,0.683177446217953
41727,0.9959431881428262
41761,0.6736170391424063
41809,0.9996714309094813
41813,0.05482482140415198
41868,0.4195982480677075
41900,0.9953513984609362
42454,0.7913677195635512
42581,0.981956677656433
42608,0.7090103443108854
42660,0.5252800650362774
42713,0.32504791410746836
43073,0.8602680757063526
43176,0.49802789034281064
43211,0.11043152607484655
43333,0.7516288755336192
43430,0.9899494936611665
43475,0.6830742331247761
44002,0.21203528634070914
44027,0.9917919268465729
44260,0.9847835588179368
44279,0.0686493651443094
44348,0.24543476756939336
44402,0.6276693967331296
44820,0.23476278794834438
44846,0.9506942609141619
45594,0.09395490682396544
46217,0.21884405476620428
46236,0.9969277961190803
46975,0.44127116581262543
47144,0.992916085548611
47484,0.6887521110817059
47561,0.9716088417164999
47631,0.22316134655973208
48104,0.831958734132987
48165,0.3173984088244792
48397,0.3503910146213976
48409,0.2448865111957573
48451,0.9701425001453318
48667,0.35251199395531624
49519,0.7935121753502085
49766,0.7579676973929717
49778,0.47387600968365057
49845,0.1685263244114561
50056,0.2422878641112271
50256,0.6439010439474705
50295,0.9512060953092856
50598,0.253006686024287
50635,0.586350440112495
50720,0.9248797125620722
50763,0.17378533390904768
50815,0.030508980164923805
50870,0.40349718485844854
50884,0.17885266381485654
50966,0.5192219697041136
51647,0.17723611202349385
51672,0.889178361511318
52060,0.4438417795232586
52279,0.9563153444655567
52526,0.5836481925482576
52527,0.9956069919182436
52645,0.9287127051083869
52717,0.7339248536699607
52835,0.24413653763134785
52854,0.9209368982392679
52910,0.15221670572005877
52936,0.8976211655036592
52968,0.3895889048085629
53140,0.3950918386598358
53147,0.05740704664986448
53210,0.8689792981992097
53632,0.9859133845531728
53797,1.0
53828,0.39186206512519167
54230,0.7938297753647198
54311,0.7182972366962015
54674,0.8277552641894284
54948,0.6110523814861509
54959,0.05324488443842041
55298,0.0
55350,0.0
55571,0.4366608506813759
55591,0.10312893897395504
55644,0.8899103490013732
55839,0.6198986750606202
56274,0.8288038898620512
56334,0.36274071497680727
56468,0.28212572928525986
56511,0.2573957808351148
56768,0.11116602147330212
56965,0.9969670056068783
57138,0.9902674083052384
57147,0.033222774709254776
57204,0.5613350953669632
57465,0.9732512113216368
57507,0.7892275288229769
57528,0.34776348776354316
57575,0.6738439011127553
57655,0.40330683627225467
57968,0.4018200239810077
58096,0.07701180956016176
58259,0.8572330399888264
58394,0.5006599667232555
58682,0.12213104115670881
59041,0.5510925521001887
59931,0.6283380803113869
59965,0.3524365869093812
60018,0.33210059861254626
60204,0.6651663644880824
60279,0.6626223670741047
60314,0.8268567520326833
60383,0.9263427693168438
60391,0.08770580193070292
60605,0.06148789007925228
60722,0.5342531388217696
60971,0.5226466125965199
61292,0.2111775483242006
61315,0.8845454954994512
61514,0.06362823323995079
62440,0.6894204386320926
62908,0.15401027590842434
63085,0.839385345954552
63335,0.2556038601690775
63377,0.6633148941981882
63459,0.4299150508118947
63598,0.6339654959447983
64033,0.8919461467658865
64404,0.2432126840975101
64529,0.36620480644702175
64597,0.8634258565126242
64643,0.7668325581943976
64877,0.37883383727647596
65115,0.4215771401930231
65140,0.06154797578777908
65597,0.405906054895043
66130,0.5314930128090307
66157,0.2812449864029583
66333,0.025632600792550805
66362,0.40992257749124267
66393,0.1494653115206522
66415,0.9013466416673759
67699,0.9251210177126242
67843,0.3008088999955523
68473,0.5882393967884192
68584,0.22226392140895815
68608,0.8911327886790067
68612,0.6274377745398665
68620,0.862215016414981
68957,0.5119121349123698
69007,0.7867599687753722
69357,0.49086110661492804
69702,0.10202656609449579
69769,0.19508598753066414
69793,0.0
70043,0.865454179342141
71280,0.7288181443811621
71416,0.14840570624974664
71673,0.9986178293325098
72242,0.44111925659389234
72329,0.03315707236723678
72440,0.2728263300707116
72542,0.34120978359964477
72611,0.30338877712087053
72759,0.845488903030971
73248,0.0
73277,0.6615930550733432
73513,0.9445240207921852
73998,0.9206560347271322
74104,0.9918296347094202
74820,0.5936024411262005
74904,0.7715572045543387
75618,0.04884672067693771
75738,0.7504708633381268
75890,0.7229006091141298
76442,0.7081879641825293
76465,0.5958290232431408
76555,0.6366165433655356
76728,0.2924046356177179
76855,0.46350162846617143
77029,0.0
77085,0.511766315719159
77220,0.957223128609894
77259,0.8693244921914353
77382,0.3001252635963729
77408,0.3709779918156273
77645,0.7748562411816372
77783,0.10651074037450894
77833,0.7552948460647744
77859,0.22255664261040015
78085,0.1737804591585405
78150,0.5223586915006174
78241,0.9944089004882408
78447,0.13263395780711
78844,0.4034009114131752
78922,0.7997810813705934
78964,0.09019083007603171
79096,0.8564093211177647
79463,0.9600306866673165
79604,0.7810961229033221
79629,0.44046505817994425
79734,0.05816871576901341
79943,0.11000764872668857
80037,0.11279060878747152
80357,0.8017059580415657
80709,0.027662134735851787
80737,0.30426309112762967
80799,0.2479593869782961
80978,0.13483997249264845
81077,0.30254337623809197
81423,0.9793858842074723
81600,0.6404467595517754
81855,0.5406738800784262
81896,0.053605626741889754
82255,0.5547001962252291
82619,0.6216777214777285
82631,0.18194910464769912
83854,0.79571426471938
84213,0.09620994825365935
84617,0.9941295580296435
84937,0.2226779318738005
85075,0.3396726271338459
85230,0.30664767017487043
85333,0.2078088964159899
85410,0.08145354887426616
85429,0.13854346570655846
85670,0.8396365702470009
85671,0.48921839130950723
86158,0.6847759224036926
86258,0.24725936302933896
86700,0.37877562018488903
86776,0.8744315643437667
86921,0.8812127709653433
86999,0.9011491673190094
87039,0.6552908033850114
87070,0.5841791056311693
87171,0.8587317024302682
87638,0.299572344757639
87775,0.23977102524418825
87869,0.9863901582182021
88273,0.7164251375406395
88329,0.10368123644201306
88546,0.06619710729054526
88737,0.02923340891991299
88782,0.4618918791347632
88899,0.23160078076219187
88989,0.11268156113718442
89008,0.004836564902408111
89016,0.5504141376479347
89303,0.5108470222536023
89891,0.659255787985322
89962,0.05676228537129908
90222,0.9306197772098717
90429,0.43622093145726276
90832,0.0
91011,0.0
91259,0.39459476984198205
91421,0.9471141280884338
91684,0.47851995196846964
92061,0.6997534758285083
92065,0.9746668501954195
92834,0.7541236944491251
92893,0.012520422117566429
93126,0.5211754033294029
93127,0.7750402048634523
93468,0.5542176081262279
93761,0.9854897578051417
93782,0.8869639995174117
94607,0.3789618328450891
94844,0.9957115463989943
94921,0.46894481901949786
94959,0.9718806234659211
95240,0.8915407449602857
95612,0.8951683857514858
95755,0.03054458719246693
96213,0.7661406086705139
96227,0.8461711895439594
96614,0.2113718471448156
97895,0.9325684365313504
97935,0.9972849833873657
98146,0.48541689380309605
98153,0.5229366913609343
98429,0.026373209985929777
98550,0.9166626444628089
99166,0.7364873354621532
99247,0.3766596559117532
99490,0.09796103731489063
99945,0.13891655977951803
99961,0.4427760084982026
100013,0.5437272478270367
100382,0.8517511591144078
100474,0.39377704746948106
100595,0.8046860146948192
100904,0.24269386065912668
101742,0.8857851797221405
101928,0.40611055563414145
102033,0.9489009643058638
102068,0.8716139801785178
102402,0.7870886397308088
102687,0.6373711210891132
102789,0.9219694518646238
102985,0.9275756966763518
103246,0.07885289154419563
