file1,file2,mean,std,min,max,count
llama_20251114T045113_20.csv,qwen_20251114T050758_20.csv,0.5309600815350195,0.32576122570004434,0.0,1.0,500
llama_20251114T045113_20.csv,deepseek_20251114T050830_20.csv,0.4788169034395718,0.2852885083929621,0.0,0.995448052458102,500
qwen_20251114T050758_20.csv,deepseek_20251114T050830_20.csv,0.5021729445367489,0.3044224915858616,0.0,1.0,500
