file1,file2,match_count,common_count,match_ratio
llama_20251110T073554_10.csv,qwen_20251111T025525_10.csv,151,500,0.302
llama_20251110T073554_10.csv,deepseek_20251112T144147_10.csv,107,500,0.214
qwen_20251111T025525_10.csv,deepseek_20251112T144147_10.csv,146,500,0.292
